source_index,proposition_id,house,type,number,year,title,old_severity,old_structural_type,old_assessments,issues,action,proposed
297,alrs:pl-140-2022,alrs,pl,140,2022,Conselho Estadual de Acompanhamento e Controle Social do FUNDEB (CACS-Fundeb),3,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
298,alrs:pl-146-2024,alrs,pl,146,2024,Política Estadual de Habitação de Interesse Social (PEHIS) para População de Baixa Renda e Periferias,4,structural,"[{""group"": ""populacao_negra_periferica"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
299,alrs:pl-389-2023,alrs,pl,389,2023,Laudo Médico por Prazo Indeterminado para Diabetes Mellitus Tipo 1 (DM1),3,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
300,alrs:pl-278-2025,alrs,pl,278,2025,Programa Passe Fácil Estudantil para Jovens e Estudantes de Baixa Renda,3,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
301,alrs:pl-367-2024,alrs,pl,367,2024,Programa de Policiais Civis Aposentados para Atendimento a Mulheres e Grupos Vulneráveis,3,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
302,alrs:pl-77-2023,alrs,pl,77,2023,Garantia de Direitos e Fiscalização Trabalhista de Terceirizados e Prestadores de Serviços,3,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
303,alrs:pl-332-2025,alrs,pl,332,2025,Política Agrícola Estadual para Fortalecimento da Agricultura Familiar e Agroecologia,3,structural,"[{""group"": ""agricultura_familiar_sem_terra"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
304,camara:pl-2898-2025,camara,pl,2898,2025,Combate Rigoroso a Crimes Ambientais e Queimadas em Terras Indígenas e Preservadas,4,structural,"[{""group"": ""povos_indigenas"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
305,alrs:pl-290-2023,alrs,pl,290,2023,"Dispõe sobre o reajuste dos pisos salariais no âmbito do Estado do Rio Grande do Sul, para as categorias profissionais que menciona, com fundamento na Lei Complementar Federal nº 103, de 14 de julho de 2000, que autoriza os Estados e o Distrito Federal a instituir o piso salarial a que se refere o inciso V do art. 7º da Constituição Federal, por aplicação do disposto no parágrafo único do seu art.",4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
306,alrs:pl-8-2023,alrs,pl,8,2023,Institui o “Selo Igualdade Racial” no Estado do Rio Grande do Sul e dá outras providências.,4,structural,"[{""group"": ""populacao_negra_periferica"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->2 | WRONG_STRUCTURAL_TYPE:structural->symbolic,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|8|2023"", ""severity"": 2, ""structural_type"": ""symbolic"", ""assessments"": [{""group"": ""populacao_negra_periferica"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
307,alrs:pl-386-2023,alrs,pl,386,2023,"Dispõe sobre o Sistema Único de Assistência Social - SUAS no Estado do Rio Grande do Sul, altera a Lei nº. 10.719, de 17 de janeiro de 1996, que cria o Fundo Estadual de Assistência Social, e a Lei nº. 10.716, de 16 de janeiro de 1996, que cria o Conselho Estadual de Assistência Social. (SEI 13599-0100/23-4)",4,structural,"[{""group"": ""populacao_rua"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
308,alrs:pl-364-2023,alrs,pl,364,2023,"Autoriza o Poder Executivo a contratar professores, especialistas de educação e servidores de escola em caráter emergencial e temporário para atender necessidade temporária de excepcional interesse público. (SEI 12933-0100/23-2)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
309,alrs:pl-2-2023,alrs,pl,2,2023,Dispõe sobre o direito das mulheres a acompanhante em procedimentos de saúde nos estabelecimentos públicos e privados do Estado do Rio Grande do Sul. (SEI 3146-0100/23-8),4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|2|2023"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
310,alrs:pl-357-2024,alrs,pl,357,2024,"Dispõe sobre o reajuste dos pisos salariais no âmbito do Estado do Rio Grande do Sul, para as categorias profissionais que menciona, com fundamento na Lei Complementar Federal nº 103, de 14 de julho de 2000, que autoriza os Estados e o Distrito Federal a instituir o piso salarial a que se refere o inciso V do art. 7º da Constituição Federal, por aplicação do disposto no parágrafo único do seu art.",4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
311,alrs:pl-309-2024,alrs,pl,309,2024,"Autoriza a concessão de subsídio tarifário extraordinário às concessionárias prestadoras do serviço público de transporte coletivo de passageiros metropolitano e de aglomerados urbanos do Estado; altera a Lei nº 15.535, de 21 de outubro de 2020, que autoriza o Poder Executivo a antecipar os repasses de recursos vinculados ao Programa Passe Livre Estudantil, de que trata a Lei nº 14.307, de 25 de s",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
312,alrs:pl-499-2023,alrs,pl,499,2023,"“Dispõe sobre o fornecimento de protetor auricular para crianças diagnosticadas com transtorno do espectro autista - TEA, no âmbito do Estado do Rio Grande do Sul”. (SEI 15966-0100/23-8)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",JUDGMENT_MISMATCH_WITH_CORRECTED_MATRIX | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|499|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}, {""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.97}]}"
313,alrs:pl-296-2023,alrs,pl,296,2023,Equipara as pessoas com fibromialgia às pessoas com deficiência.(SEI 11167-01.00/23-6),4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|296|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
314,alrs:pl-234-2023,alrs,pl,234,2023,"Introduz modificação na Lei nº 13.320, de 21 de dezembro de 2009, que consolida a legislação relativa à pessoa com deficiência no Estado do Rio Grande do Sul, para estabelecer que os pacientes transplantados terão os mesmos direitos das pessoas com deficiência. (SEI 8478-0100/23-0)
 
",4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|234|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
315,alrs:pl-343-2023,alrs,pl,343,2023,Cria o Selo Empresa Amiga do Trabalhador. (SEI 11921-01.00/23-8),4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
316,alrs:pl-185-2025,alrs,pl,185,2025,"Dispõe sobre o reajuste dos pisos salariais no âmbito do Estado do Rio Grande do Sul, para as categorias profissionais que menciona, com fundamento na Lei Complementar Federal nº 103, de 14 de julho de 2000, que autoriza os Estados e o Distrito Federal a instituir o piso salarial a que se refere o inciso V do art. 7º da Constituição Federal, por aplicação do disposto no parágrafo único do seu art.",4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
317,alrs:pl-405-2021,alrs,pl,405,2021,"Institui a Política Estadual de Renda para o Idoso no âmbito do Estado do Rio Grande do Sul, PRÓ-IDOSO e dá outras providências. (SEI 9775-0100/21-7)",4,structural,"[{""group"": ""pessoas_idosas_dependentes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
318,alrs:pl-117-2024,alrs,pl,117,2024,Equipara as pessoas com fenda palatina e/ou fissura labiopalatina às pessoas com deficiência e dá outras providências.,4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|117|2024"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
319,alrs:pl-160-2026,alrs,pl,160,2026,"Dispõe sobre o reajuste dos pisos salariais no âmbito do Estado do Rio Grande do Sul, para as categorias profissionais que menciona, com fundamento na Lei Complementar Federal nº 103, de 14 de julho de 2000, que autoriza os Estados e o Distrito Federal a instituir o piso salarial a que se refere o inciso V do art. 7º da Constituição Federal, por aplicação do disposto no parágrafo único do seu art.",4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
320,alrs:pl-471-2023,alrs,pl,471,2023,"Autoriza a criação do Auxílio RS Ampara, benefício a ser pago a crianças e adolescentes em situação de orfandade decorrente de feminicídio e dá outras providências. (SEI 15111-01.00/23-0)",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",JUDGMENT_MISMATCH_WITH_CORRECTED_MATRIX | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|471|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.99}]}"
321,alrs:pl-307-2024,alrs,pl,307,2024,"Altera a Lei n.º 15.988, de 7 de agosto de 2023, que consolida a legislação relativa às mulheres vítimas de violência no âmbito do Estado do Rio Grande do Sul.",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
322,alrs:pl-247-2023,alrs,pl,247,2023,"Obriga as empresas do Estado do Rio Grande do Sul que possuem benefícios fiscais a oferecerem, anualmente, formação continuada em aspectos da violência contra as mulheres.(SEI 8979-0100/23-3) ",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|247|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
323,alrs:pl-208-2025,alrs,pl,208,2025,Garante a realização do exame de mamografia na rede estadual de saúde para mulheres a partir dos 40 (quarenta) anos de idade e dá outras providências.,4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",WRONG_SEVERITY:4->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|208|2025"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
324,alrs:pl-283-2019,alrs,pl,283,2019,"Altera a Lei n. 13.069, de 19 de novembro de 2008, que dispõe sobre doações ao Fundo Estadual para a Criança e o Adolescente, e dá outras providências.",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
325,alrs:pl-217-2019,alrs,pl,217,2019,"Altera a Lei nº. 13.320, de 21 de dezembro de 2009, que consolida a legislação relativa à Pessoa com Deficiência no Estado do Rio Grande do Sul.",4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
326,alrs:pl-242-2015,alrs,pl,242,2015,"Institui a Política Estadual de Atenção, Diagnóstico e Tratamento às Pessoas com Doenças Raras.
",4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
327,alrs:pl-221-2019,alrs,pl,221,2019,"Institui a Política de Atendimento Integrado à Pessoa com Transtornos do Espectro Autista no Estado do Rio Grande do Sul.
",4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
328,alrs:pl-172-2019,alrs,pl,172,2019,"Dispõe sobre o reajuste dos pisos salariais no âmbito do Estado do Rio Grande do Sul, para as categorias profissionais que menciona, com fundamento na Lei Complementar Federal nº 103, de 14 de julho de 2000, que autoriza os Estados e o Distrito Federal a instituir o piso salarial a que se refere o inciso V do art. 7º da Constituição Federal, por aplicação do disposto no parágrafo único do seu art.",4,structural,"[{""group"": ""trabalhadores_informais"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
329,alrs:pl-140-2019,alrs,pl,140,2019,"Dá prioridade de atendimento às pessoas com Transtorno do Espectro Autista em estabelecimentos públicos e privados. (SEI 4671.0100/20-3)

",4,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
330,alrs:pl-333-2019,alrs,pl,333,2019,"Dispõe sobre a realização de teste de triagem neonatal, para todas as crianças nascidas nos hospitais e demais estabelecimentos de atenção à saúde da rede pública no Estado do Rio Grande do Sul e dá outras providências.",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
331,alrs:pl-500-2019,alrs,pl,500,2019,"Altera a Lei nº 13.778, de 30 de agosto de 2011, que dispõe sobre a quitação de dívidas do Estado do Rio Grande do Sul mediante dação em pagamento de seus imóveis dominicais, a Lei nº 14.954, de 30 de novembro de 2016, que cria o Programa de Aproveitamento e Gestão dos Imóveis no âmbito do Estado do Rio Grande do Sul, autorizando o Poder Executivo a alienar bens imóveis próprios e de suas autarqui",4,structural,"[{""group"": ""populacao_rua"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
332,alrs:pl-479-2021,alrs,pl,479,2021,"Fixa, para o exercício de 2022, o limite global que poderá ser autorizado para a aplicação em projetos do Programa de Incentivo ao Esporte do Estado do Rio Grande do Sul - PRÓ-ESPORTE/RS, do Programa de Incentivo à Inclusão e Promoção Social - Pró-Social/RS e do Sistema Estadual Unificado de Apoio e Fomento às Atividades Culturais - PRÓ-CULTURA/RS, previstos na Lei nº 13.924, de 17 de janeiro de 2",4,structural,"[{""group"": ""populacao_rua"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
333,alrs:pl-76-2021,alrs,pl,76,2021,"Autoriza o Poder Executivo a conceder incentivos financeiros às empresas que venham a se instalar ou ampliar suas atividades no Estado do Rio Grande do Sul, através da comercialização de bens imóveis no âmbito do Programa Estadual de Desenvolvimento Industrial – PROEDI, instituído pelo Decreto nº 32.666, de 27 de outubro de 1987, e dá outras providências. 
(SEI 3401-0100/21-5)",4,structural,"[{""group"": ""populacao_rua"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
